,SVM,KStar,NaiveBayes,RandomSubspace,RandomForest,HoeffdingTree,NaiveBayes,AutoCorrelation,Dimensionality,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,NumberOfClasses,NumberOfFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures
robot-failures-lp3,0.850392,0.880542,0.82655,0.722141,0.847327,0.652289,0.769132,0.6956521739130435,1.9361702127659575,4.848565957500776,8.581560283687942,0.07334167504794474,18.981014102740453,4.0,91.0,0.0,0.0,0.0,98.9010989010989,1.098901098901099
car-evaluation,0.998996,0.715869,0.973767,0.980481,0.97418,0.995497,0.988847,0.5993051534452808,0.01273148148148148,,,,,4.0,22.0,95.45454545454545,0.0,0.0,0.0,100.0
chscase_census3,0.471041,0.492238,0.46701,0.481195,0.481445,0.48291,0.477038,0.9891561403508772,0.02,0.27703631983773636,4.23333646875,-0.025076080321118,0.08806015401467797,0.0,8.0,0.0,0.0,0.0,100.0,0.0
fri_c1_100_50,0.752232,0.702922,0.474432,0.565341,0.555601,0.556006,0.83056,-0.15358441155555566,0.51,-1.1445225066134481,1.4522157308110365e-10,0.013614947481475233,0.9999999995473542,0.0,51.0,0.0,0.0,0.0,100.0,0.0
eeg-eye-state,0.985297,0.853399,0.695353,0.557017,0.527377,0.982429,0.947605,0.9984645169904534,0.0010013351134846463,8904.72190163755,4316.882028546157,71.73726620900297,1767.2884824189532,2.0,15.0,6.666666666666667,0.0,0.0,93.33333333333333,6.666666666666667
parity5_plus_5,0.788396,0.442814,0.496257,0.435602,0.411099,0.547993,0.401706,0.4772929652715939,0.009786476868327402,,,,,2.0,11.0,100.0,0.0,0.0,0.0,100.0
fri_c1_250_25,0.94386,0.958761,0.674008,0.637409,0.668911,0.600157,0.91726,-0.18358457083164686,0.104,-1.167994469223001,3.1030214507728084e-10,0.011349426011190055,1.00000000034637,0.0,26.0,0.0,0.0,0.0,100.0,0.0
analcatdata_authorship,0.999864,0.999904,0.994639,0.99933,0.997747,0.999976,0.996984,0.9964285714285714,0.08442330558858502,2.359129460351526,10.125242058773567,1.1147021119329887,5.3565260839463535,4.0,71.0,0.0,0.0,0.0,98.59154929577466,1.4084507042253522
fri_c2_1000_10,0.976139,0.962065,0.738325,0.781913,0.737414,0.861741,0.931972,-0.1458104729923526,0.011,-0.9549108014632912,7.346862423480097e-11,0.03782751522754507,1.0000000000977025,0.0,11.0,0.0,0.0,0.0,100.0,0.0
autoUniv-au7-1100,0.733978,0.686612,0.659128,0.661893,0.658054,0.65527,0.720416,0.272975432211101,0.011818181818181818,-1.380730650924698,1061.5329261363636,0.06283940906721638,210.2407196518699,5.0,13.0,15.384615384615385,0.0,0.0,61.53846153846154,38.46153846153847
fri_c1_100_10,0.90566,0.8888,0.722601,0.667804,0.71939,0.637896,0.835407,-0.14690600858585912,0.11,-1.075777573649824,-2.1609091772269788e-10,-0.07205186723436793,0.9999999997178173,0.0,11.0,0.0,0.0,0.0,100.0,0.0
disclosure_x_tampered,0.495545,0.519832,0.545233,0.537076,0.548186,0.519681,0.515647,-31843.254723146732,0.006042296072507553,0.2954898919198904,18216.064856013974,0.1561631992002393,7512.410918022867,0.0,4.0,0.0,0.0,0.0,100.0,0.0
wine-quality-white,0.874159,0.854236,0.666419,0.681865,0.668938,0.767829,0.810723,0.4124974474167858,0.002449979583503471,7.066218779083282,18.432687072385747,1.3004201639647581,6.105775283618253,7.0,12.0,0.0,0.0,0.0,91.66666666666666,8.333333333333332
pol,0.998987,0.984264,0.920001,0.889704,0.76815,0.995028,0.995421,-39.41869457963864,0.003266666666666667,33.55855360461808,19.626665306122447,4.636993749277325,7.238713324658709,0.0,49.0,0.0,0.0,0.0,100.0,0.0
visualizing_environmental,0.726903,0.744307,0.730644,0.744307,0.730644,0.631913,0.69974,-2.4918181818181835,0.036036036036036036,0.026768439747224843,78.65810810810811,0.2510250682486448,34.37936440926606,0.0,4.0,0.0,0.0,0.0,100.0,0.0
pollution,0.902113,0.840934,0.86485,0.849277,0.874305,0.862069,0.832036,-68.35759322033901,0.26666666666666666,5.063924619475566,331.9092666666667,1.0130735371725517,110.84859482317168,0.0,16.0,0.0,0.0,0.0,100.0,0.0
yeast,0.842846,0.815459,0.790802,0.802879,0.816431,0.809491,0.826904,0.5165205664194201,0.006064690026954178,28.660878425906237,0.3811969339622642,2.91282730365782,0.09666403434721273,10.0,9.0,0.0,0.0,0.0,88.88888888888889,11.11111111111111
fri_c0_1000_5,0.958216,0.945602,0.950462,0.873385,0.950142,0.952928,0.93245,-0.1805832013819827,0.006,-1.0627655585710645,-4.08536698965715e-10,0.016546202515164286,0.99999999986736,0.0,6.0,0.0,0.0,0.0,100.0,0.0
thoracic_surgery,0.678411,0.625286,0.5,0.562768,0.631911,0.597804,0.548018,0.7398720682302772,0.036170212765957444,10.369463412635357,23.4614609929078,1.9958398518231513,7.115384655329787,2.0,17.0,64.70588235294117,0.0,0.0,17.647058823529413,82.35294117647058
ecoli,0.965668,0.955988,0.955907,0.962206,0.965181,0.956688,0.963329,0.9791044776119403,0.023809523809523808,51.97603083018976,0.4995663265306122,3.6055010492684385,0.14372869668428687,8.0,8.0,0.0,0.0,0.0,87.5,12.5
analcatdata_uktrainacc,0.861111,0.972222,0.62963,0.865741,0.50463,0.861111,0.907407,,0.5161290322580645,3.7925106161496474,8.245665994623657,1.4578737776394575,5.234490613225842,,16.0,0.0,80.64516129032258,30.241935483870968,100.0,0.0
prnn_viruses,0.99556,1.0,0.969734,0.968278,0.985361,0.981337,0.963481,0.95,0.3114754098360656,0.08677231070884611,13.240983606557378,0.638539908897163,4.248441033605126,4.0,19.0,0.0,0.0,0.0,52.63157894736842,47.368421052631575
irish,0.999692,0.992482,1.0,0.989209,0.999368,0.998534,0.999741,0.6092184368737475,0.012,-0.4494667691339791,69.54329957805906,0.18305241588218502,15.395027387661761,2.0,6.0,33.33333333333333,6.4,1.0666666666666667,33.33333333333333,66.66666666666666
thyroid-allhyper,0.827145,0.782203,0.806037,0.774592,0.810071,0.802943,0.825698,0.4294390853876384,0.009642857142857142,67.68217904400375,46.566607194523804,4.054667134348194,17.836509114546317,5.0,27.0,74.07407407407408,0.0,0.0,22.22222222222222,77.77777777777779
mbagrade,0.685884,0.550647,0.721444,0.678879,0.704203,0.717672,0.652478,0.6620500000000001,0.04918032786885246,-0.08586754481595982,289.0222459016393,-0.05759001689357899,32.87023681200709,0.0,3.0,33.33333333333333,0.0,0.0,66.66666666666666,33.33333333333333
qualitative-bankruptcy,1.0,0.999804,0.991896,1.0,0.999935,1.0,1.0,0.9959839357429718,0.028,,,,,2.0,7.0,14.285714285714285,0.0,0.0,0.0,100.0
sleuth_ex2016,0.775599,0.74537,0.737473,0.785675,0.732571,0.724946,0.794662,0.9651162790697675,0.12643678160919541,0.2993887526810971,52.15256832694764,-0.28177000430641885,1.0925613113885706,2.0,11.0,18.181818181818183,0.0,0.0,81.81818181818183,18.181818181818183
fri_c4_500_25,0.942089,0.966011,0.70209,0.699751,0.716109,0.705652,0.927638,-0.1945975868368733,0.052,-0.9390594488432745,3.4055391059512483e-11,0.10804375498183273,1.0000000001996616,0.0,26.0,0.0,0.0,0.0,100.0,0.0
fri_c2_250_10,0.958083,0.947889,0.828184,0.826422,0.833195,0.854828,0.9322,-0.13999110183935745,0.044,-0.9740433964390259,3.290545380770075e-10,0.001782619264436115,1.0000000000768166,0.0,11.0,0.0,0.0,0.0,100.0,0.0
pharynx,0.806679,0.718059,0.83929,0.862352,0.83996,0.800871,0.83996,-455.46907216494844,0.05641025641025641,0.3259566003930978,309.5820512820512,0.5165198311618397,214.96724872586634,0.0,11.0,27.27272727272727,1.0256410256410255,0.09324009324009325,18.181818181818183,81.81818181818183
bodyfat,0.999086,0.999622,0.932491,0.974137,0.916709,0.960874,0.994109,-6.716334661354578,0.05952380952380952,6.307596497978977,56.38049063492063,0.24937297950791382,6.545503355731129,0.0,15.0,0.0,0.0,0.0,100.0,0.0
collins,1.0,0.96628,1.0,1.0,0.984628,1.0,1.0,0.9959919839679359,0.046,3.769432354707399,15.673718,1.1573026885417055,8.217107421957218,2.0,23.0,4.3478260869565215,0.0,0.0,86.95652173913044,13.043478260869565
chatfield_4,0.95945,0.967439,0.932569,0.917954,0.935105,0.948963,0.950174,-22.46666666666666,0.05531914893617021,0.7998410035514567,190.860883797054,1.0110584844757822,45.383831599541224,0.0,13.0,0.0,0.0,0.0,100.0,0.0
MagicTelescope,0.937194,0.880091,0.606336,0.753083,0.758506,0.890082,0.917203,0.9999474210000526,0.0006309148264984228,4.2731596123284605,30.677838007360673,0.6463449554867172,29.33458602526222,2.0,12.0,8.333333333333332,0.0,0.0,91.66666666666666,8.333333333333332
backache,0.667097,0.605548,0.441935,0.663613,0.694452,0.685935,0.586194,0.7318435754189944,0.17777777777777778,0.9508160108262732,32.23291111111111,0.5056871804302249,5.513894359799777,2.0,32.0,71.875,0.0,0.0,15.625,84.375
monks-problems-1,1.0,0.61798,0.671297,0.746403,0.709008,0.999961,1.0,0.8162162162162162,0.012589928057553957,,,,,2.0,7.0,42.857142857142854,0.0,0.0,0.0,100.0
water-treatment,0.706488,0.967254,0.849147,0.555621,0.753384,0.594938,0.503719,,,,,,,,,,,,,
MyIris,0.9948,0.997133,0.9944,0.995033,0.994933,0.996267,0.988967,0.9865771812080537,0.03333333333333333,-0.7507394876837399,3.4636666666666667,0.067375701047788,0.9473104002482851,3.0,5.0,0.0,0.0,0.0,80.0,20.0
corral,1.0,0.789365,0.932937,0.939683,0.937143,0.99,0.91619,0.8553459119496856,0.04375,,,,,2.0,7.0,100.0,0.0,0.0,0.0,100.0
bank8FM,0.988323,0.983944,0.984888,0.94937,0.974066,0.860904,0.976588,0.8350841217189595,0.0010986328125,0.6740187409020119,1.4885473936496312,0.5346753825294316,0.9793141083760656,0.0,9.0,0.0,0.0,0.0,100.0,0.0
jEdit_4.2_4.3,0.733021,0.691058,0.628951,0.644118,0.624153,0.689854,0.715003,0.7309782608695652,0.024390243902439025,38.73039861460076,60.002371273712825,4.40247830209317,105.35189952725995,2.0,9.0,11.11111111111111,0.0,0.0,88.88888888888889,11.11111111111111
optdigits,0.999599,0.997968,0.964825,0.998028,0.981139,0.998913,0.998064,0.09254315714539954,0.011565836298932384,168.55386930105925,4.911243327402135,5.451185659375441,3.6862924649286315,10.0,65.0,0.0,0.0,0.0,98.46153846153847,1.5384615384615385
acute-inflammations,1.0,1.0,1.0,1.0,1.0,1.0,0.975271,0.8403361344537815,0.058333333333333334,-1.5467826737574424,38.72416666666667,0.11250839562975903,1.8191324847846797,2.0,7.0,85.71428571428571,0.0,0.0,14.285714285714285,85.71428571428571
sylva_prior,0.998855,0.998565,0.965833,0.9934,0.996165,0.996389,0.998291,0.8849520633597332,0.007572073636679402,784.380448435293,84.19905895822882,15.04717105469818,28.352241542768876,2.0,109.0,0.9174311926605505,0.0,0.0,99.08256880733946,0.9174311926605505
hip,0.868132,0.800824,0.866758,0.921703,0.870879,0.737637,0.822802,,0.14814814814814814,1.18584672381024,71.41203703703704,-0.8111966155306783,9.207437412711066,,8.0,0.0,55.55555555555556,27.77777777777778,100.0,0.0
fri_c1_250_5,0.97293,0.973507,0.757008,0.733273,0.762525,0.94897,0.952627,-0.14116785518955904,0.024,-0.9796379076363086,-3.19086657152301e-10,-0.11449808796081237,0.9999999998667272,0.0,6.0,0.0,0.0,0.0,100.0,0.0
allbp,0.981818,0.958546,0.911538,0.716359,0.91667,0.810473,0.97026,0.9185892336250332,0.007953340402969246,-0.7442829973266468,83.6192559208201,0.49683584841791695,58.92386973897926,3.0,30.0,63.33333333333333,0.0,0.0,20.0,80.0
pwLinear,0.948554,0.914223,0.92273,0.905515,0.774597,0.930638,0.925483,-4.437738693467335,0.055,-1.4386673513857187,-0.04066363636363639,0.03766714868076452,1.1697022290659667,0.0,11.0,0.0,0.0,0.0,100.0,0.0
desharnais,0.850889,0.673501,0.566324,0.715851,0.720709,0.752091,0.774677,0.625,0.14814814814814814,2.134432889055076,555.9281705948373,0.8927421006161357,459.9527444100343,3.0,12.0,0.0,0.0,0.0,91.66666666666666,8.333333333333332
sick,0.99664,0.949669,0.572214,0.589206,0.93246,0.934906,0.985382,0.8865022540440202,0.007953340402969246,51.41313506551009,46.43668969641138,3.5691918824691085,19.05387758896556,2.0,30.0,70.0,100.0,5.358784022622834,23.333333333333332,76.66666666666667
hungarian,0.886165,0.907592,0.908596,0.882101,0.908019,0.887997,0.897631,0.9965870307167235,0.047619047619047616,0.8011088309097814,81.6193069027129,0.6555262066058993,16.867923717921492,0.0,14.0,21.428571428571427,99.65986394557824,18.999028182701654,50.0,50.0
credit-g,0.768002,0.755021,0.779105,0.762445,0.781838,0.724931,0.755331,0.5695695695695696,0.021,0.9242775257981102,476.58385714285697,0.9203791257169068,407.04761882821174,2.0,21.0,14.285714285714285,0.0,0.0,33.33333333333333,66.66666666666666
analcatdata_boxing2,0.851535,0.832602,0.83087,0.830062,0.828677,0.735858,0.841838,0.48854961832061067,0.030303030303030304,,,,,2.0,4.0,50.0,0.0,0.0,0.0,100.0
blood-transfusion-service-center,0.68565,0.711882,0.536014,0.51784,0.703455,0.713,0.709693,0.7309236947791165,0.0066844919786096255,10.224505250350347,356.99498663101565,2.263111192925173,374.5345494748768,2.0,5.0,20.0,0.0,0.0,80.0,20.0
mc2,0.691514,0.567749,0.643966,0.618031,0.676164,0.659404,0.641143,0.5625,0.2484472049689441,9.175645862706526,1526.5506545628282,2.493481454517498,4006.826216136737,2.0,40.0,2.5,0.0,0.0,97.5,2.5
bridges,0.820157,0.845045,0.880491,0.829125,0.89208,0.840133,0.834894,0.49038461538461536,0.11428571428571428,1.3739834866742437,1157.944301306137,0.9364532467015311,261.56756525945224,6.0,12.0,16.666666666666664,33.33333333333333,4.841269841269842,25.0,75.0
heart-c,0.901383,0.862363,0.907773,0.901098,0.908169,0.88862,0.876153,0.5364238410596026,0.0462046204620462,1.1088975710455347,97.2691817839502,0.5952455447960694,17.24257213845226,2.0,14.0,21.428571428571427,2.31023102310231,0.16501650165016502,42.857142857142854,57.14285714285714
heart-statlog,0.889361,0.847556,0.898889,0.882111,0.902444,0.864,0.872417,0.4944237918215613,0.05185185185185185,0.11514511097134024,46.03603988603989,0.4269630907277245,8.43921680434283,2.0,14.0,7.142857142857142,0.0,0.0,92.85714285714286,7.142857142857142
volcanoes-e3,0.816953,0.848054,0.488459,0.497331,0.863946,0.784582,0.807288,0.9561128526645768,0.0031323414252153485,-0.22252644347026695,341.88903815661746,0.43179155415207293,189.06168296132975,5.0,4.0,0.0,0.0,0.0,75.0,25.0
churn,0.911823,0.884879,0.725238,0.586871,0.834333,0.83609,0.89598,0.7583516703340668,0.0042,0.18476979395658538,224.32242362499997,0.1395287334036911,109.24068657540887,2.0,21.0,14.285714285714285,0.0,0.0,76.19047619047619,23.809523809523807
pc4,0.946333,0.910755,0.495506,0.613632,0.822586,0.869266,0.924772,0.7803706245710363,0.02606310013717421,105.0871480075218,583.4640334779226,6.450282232943059,1837.8290669668518,2.0,38.0,2.631578947368421,0.0,0.0,97.36842105263158,2.631578947368421
chscase_census4,0.49447,0.489616,0.501251,0.478956,0.474339,0.514025,0.44485,0.5110776942355892,0.02,2.963934214318382,17.9856878125,0.8722662952948596,4.171594466343856,0.0,8.0,0.0,0.0,0.0,100.0,0.0
autoUniv-au6-750,0.545568,0.471915,0.509475,0.494721,0.519475,0.499677,0.577329,0.17222963951935916,0.05466666666666667,-0.7670874003310463,4179.324020756757,-0.027541408361038532,1345.8561380917774,8.0,41.0,4.878048780487805,0.0,0.0,90.2439024390244,9.75609756097561
volcanoes-b5,0.827161,0.875029,0.805676,0.499253,0.884793,0.790304,0.810521,0.9786744092911493,0.0004004404845329863,2.22038042216813,343.6408263956352,0.5448124748416995,191.54344425361884,5.0,4.0,0.0,0.0,0.0,75.0,25.0
analcatdata_lawsuit,0.990763,0.992052,0.979377,0.892589,0.985177,0.989044,0.984962,0.9961977186311787,0.01893939393939394,0.362350586612901,22.79069444444443,-0.07121892208927005,8.88040691003727,2.0,5.0,40.0,0.0,0.0,60.0,40.0
solar-flare,0.896111,0.906924,0.895332,0.898779,0.895736,0.891613,0.902205,0.30254777070063693,0.04126984126984127,,,,,5.0,13.0,53.84615384615385,0.0,0.0,0.0,100.0
fri_c0_1000_25,0.941648,0.93739,0.93521,0.871585,0.93327,0.773602,0.907021,-0.1674210644764785,0.026,-1.1718648956112863,-3.1097778914201556e-11,0.0016043214131359561,0.9999999994913069,0.0,26.0,0.0,0.0,0.0,100.0,0.0
tecator,0.976911,0.979184,0.674979,0.966361,0.690075,0.966823,0.960607,-2.6410041841004213,0.5208333333333334,1.0141082311445178,3.3551939492390335,0.6877736554082283,0.8258943006967455,0.0,125.0,0.0,0.0,0.0,100.0,0.0
biomed,0.955224,0.922338,0.945871,0.902836,0.948209,0.932189,0.944378,0.9951923076923077,0.0430622009569378,7.39245522669678,9607.618529622012,1.5923506450915546,4234.91487795027,2.0,9.0,11.11111111111111,7.177033492822966,0.7974481658692184,77.77777777777779,22.22222222222222
diabetes_numeric,0.647059,0.626697,0.516968,0.676471,0.687783,0.667421,0.621041,0.19761904761904756,0.06976744186046512,0.13921182760932033,1.8767441860465115,-0.5712654083178142,3.955394689467782,0.0,3.0,0.0,0.0,0.0,100.0,0.0
postoperative-patient-data,0.449773,0.439243,0.436804,0.468774,0.401774,0.359321,0.418846,0.6292134831460674,0.1,,,,,3.0,9.0,22.22222222222222,3.3333333333333335,0.3703703703703704,0.0,100.0
fri_c3_250_10,0.965604,0.966828,0.646441,0.653108,0.676715,0.765539,0.93591,-0.13318582654779132,0.044,-0.4682575381644852,2.6875671684851117e-10,0.18461753045885598,0.9999999989179708,0.0,11.0,0.0,0.0,0.0,100.0,0.0
JapaneseVowels,0.999456,0.999842,0.985957,0.992892,0.985412,0.999624,0.995141,0.998293172690763,0.0015058729043268748,-0.03718575752002872,2.053272292418996,0.10983669969140136,1.7055517441171866,9.0,15.0,0.0,0.0,0.0,93.33333333333333,6.666666666666667
fri_c1_1000_25,0.96359,0.961486,0.708182,0.677803,0.709683,0.667877,0.946178,-0.10430532492032112,0.026,-1.1516013019859754,1.8192153209502988e-10,-0.008061077901856692,0.999999999930378,0.0,26.0,0.0,0.0,0.0,100.0,0.0
wilt,0.986855,0.982104,0.872284,0.5,0.843021,0.901131,0.955891,0.9654816039685821,0.0012399256044637321,48.007919021166046,204.9711689027485,3.3734293299197606,61.20547449945019,2.0,6.0,16.666666666666664,0.0,0.0,83.33333333333334,16.666666666666664
fri_c3_250_25,0.916424,0.913864,0.674023,0.655422,0.670296,0.592326,0.911498,-0.10532699250602418,0.104,-0.9431546813576457,-2.876215362559797e-10,0.10787936796415143,0.9999999999999464,0.0,26.0,0.0,0.0,0.0,100.0,0.0
led7,0.941516,0.954882,0.955306,0.946762,0.955696,0.947827,0.948684,0.9690528290090653,0.0025,,,,,10.0,8.0,87.5,0.0,0.0,0.0,100.0
audiology,0.964326,0.957495,0.452822,0.940967,0.954721,0.930918,0.946741,0.3244444444444444,0.30973451327433627,,,,,24.0,70.0,87.14285714285714,98.23008849557522,2.0037926675094817,0.0,100.0
fri_c1_1000_5,0.980856,0.968519,0.719453,0.677674,0.719773,0.964707,0.951086,-0.1181794738558569,0.006,-0.9934385082251126,-1.6298400682771922e-10,-0.05912413338291208,1.0000000002982332,0.0,6.0,0.0,0.0,0.0,100.0,0.0
mfeat-zernike,0.995124,0.992719,0.956196,0.986825,0.960868,0.997564,0.990947,0.9954977488744372,0.024,0.7353956813037765,88.63642941472712,0.7908300764747563,40.1254529217552,10.0,48.0,0.0,0.0,0.0,97.91666666666666,2.083333333333333
thyroid-allbp,0.827145,0.782203,0.806037,0.774592,0.810071,0.802943,0.825698,0.4294390853876384,0.009642857142857142,67.68217904400375,46.566607194523804,4.054667134348194,17.836509114546317,5.0,27.0,74.07407407407408,0.0,0.0,22.22222222222222,77.77777777777779
fri_c4_500_100,0.864015,0.96499,0.694094,0.648532,0.696048,0.538527,0.910741,-0.11194878846492862,0.202,-1.1139258567608337,7.336159945477365e-12,0.03281814035411313,0.9999999999801065,0.0,101.0,0.0,0.0,0.0,100.0,0.0
sleuth_ex2015,0.654444,0.585556,0.797778,0.792778,0.795556,0.703333,0.692222,0.9830508474576272,0.13333333333333333,0.5229327867419487,65.875,-0.6845424929476543,15.791524932653681,2.0,8.0,12.5,0.0,0.0,87.5,12.5
lowbwt,0.864422,0.881257,0.861953,0.849607,0.857239,0.844893,0.878114,-44.3936170212766,0.05291005291005291,0.9795573041394643,1032.5696649029983,0.6380064212513571,254.9668250487617,0.0,10.0,40.0,0.0,0.0,30.0,70.0
soybean,0.99663,0.991682,0.994311,0.99311,0.993897,0.993953,0.995462,0.9457478005865103,0.0527086383601757,,,,,19.0,36.0,44.44444444444444,17.71595900439239,9.504636408003904,0.0,100.0
rabe_97,0.982857,0.889524,0.982857,0.880952,0.942857,0.948571,0.900952,-4684.066666666667,0.08695652173913043,-0.9234620564808732,5759.891304347826,0.3747936561085984,1574.1924335615097,0.0,4.0,25.0,0.0,0.0,75.0,25.0
chscase_vine2,0.94089,0.83052,0.806309,0.537644,0.811063,0.952093,0.846661,-50.680453961456095,0.00641025641025641,-0.7531587875372834,764.5943653846155,0.2535036757599357,62.99034891820371,0.0,3.0,0.0,0.0,0.0,100.0,0.0
kc1,0.830118,0.796452,0.495732,0.566909,0.750574,0.777862,0.796538,0.9990512333965844,0.010431484115694643,31.853391931073038,285.0969166158651,4.203178136828403,915.455014376506,2.0,22.0,4.545454545454546,0.0,0.0,95.45454545454545,4.545454545454546
oil_spill,0.950947,0.817971,0.48771,0.71464,0.773696,0.847711,0.876062,0.9284188034188035,0.05336179295624333,51.70561684818716,16103.506455470151,3.8530220282980903,78741.02242778482,2.0,50.0,2.0,0.0,0.0,98.0,2.0
gina_prior2,0.994993,0.712509,0.786187,0.985665,0.904649,0.992052,0.986106,0.1009518315546582,0.22635524798154555,410.26308720799904,33.46168062813361,11.136684635318007,49.10647328748106,10.0,785.0,0.0,0.0,0.0,99.87261146496816,0.12738853503184713
prnn_crabs,0.97435,0.78505,0.7029,0.973,0.6975,0.9832,0.95185,0.9949748743718593,0.04,-0.6280489136647842,22.728666666666665,-0.019073315039452997,6.491909691746174,2.0,8.0,25.0,0.0,0.0,75.0,25.0
clean1,0.999371,0.991308,0.990338,1.0,0.877216,0.971374,1.0,0.9978947368421053,0.3550420168067227,3.604110430670524,-50.567827130852336,0.2776198113268085,78.76450061793865,2.0,169.0,0.591715976331361,0.0,0.0,99.40828402366864,0.591715976331361
semeion,0.996315,0.993072,0.913819,0.992974,0.970799,0.991625,0.981465,0.925251256281407,0.1613308223477715,-0.9633611989432367,0.3286252354048964,0.8093820477591855,0.45535053744781534,10.0,257.0,0.0,0.0,0.0,99.61089494163424,0.38910505836575876
fri_c3_250_5,0.956503,0.939098,0.747609,0.729325,0.735962,0.93373,0.912519,-0.12301354179678711,0.024,-0.22248313979785223,-3.9112667678716424e-10,0.29688753698792525,1.0000000006666656,0.0,6.0,0.0,0.0,0.0,100.0,0.0
cylinder-bands,0.906447,0.823451,0.56974,0.854729,0.810694,0.776337,0.699245,0.8107606679035251,0.07407407407407407,10.368503105342029,2198.8837376686497,1.1927454607437136,506.96027814740194,2.0,40.0,10.0,48.7037037037037,4.625,45.0,55.00000000000001
fri_c1_1000_10,0.97486,0.943809,0.742961,0.718384,0.749052,0.832514,0.941929,-0.10572944647002976,0.011,-1.0954297067280534,1.9309000183045679e-10,-0.058063749868760145,0.9999999998009652,0.0,11.0,0.0,0.0,0.0,100.0,0.0
mammography,0.94194,0.908958,0.696969,0.595987,0.917712,0.890286,0.938407,0.9983008406367376,0.0006259501028346597,62.75332612137269,-1.9973715141212884e-11,4.443275632344359,1.0000000007340863,2.0,7.0,14.285714285714285,0.0,0.0,85.71428571428571,14.285714285714285
diggle_table_a1,0.687826,0.627826,0.721739,0.751304,0.714783,0.753043,0.650435,0.4148936170212763,0.10416666666666667,-0.36655543865084284,7.8566666666666665,-0.16687971500425425,3.3727647299506724,0.0,5.0,0.0,0.0,0.0,100.0,0.0
fri_c4_1000_50,0.936047,0.967256,0.703742,0.68294,0.709274,0.615369,0.926132,-0.08639133630440601,0.051,-1.0371947477191428,3.282027040401791e-11,0.04188669342913823,1.000000000159543,0.0,51.0,0.0,0.0,0.0,100.0,0.0
volcanoes-b1,0.833869,0.880116,0.821067,0.500133,0.891095,0.771852,0.790053,0.9794594594594594,0.00039308176100628933,2.2013937467376965,343.8268705756686,0.5463857923670077,191.83328245215276,5.0,4.0,0.0,0.0,0.0,75.0,25.0
cardiotocography,0.99804,0.990346,0.958354,0.986249,0.98278,0.992346,0.995699,0.608,0.016933207902163686,17.740298317226827,106.21290686735664,2.3921903484660683,60.498825891828325,10.0,36.0,0.0,0.0,0.0,97.22222222222221,2.7777777777777777
splice,0.994176,0.97382,0.99361,0.983216,0.993551,0.964659,0.968964,0.9993728441517717,0.019122257053291535,,,,,3.0,61.0,0.0,0.0,0.0,0.0,100.0
fri_c2_250_50,0.891932,0.924101,0.709418,0.706866,0.743427,0.635456,0.899716,-0.13271941012048197,0.204,-1.1437875522163512,1.2647575811353556e-10,4.703975119245282e-05,1.0000000001614175,0.0,51.0,0.0,0.0,0.0,100.0,0.0
analcatdata_broadwaymult,0.646583,0.428216,0.501033,0.79028,0.778599,0.720149,0.779391,0.19718309859154928,0.028070175438596492,-1.135921883616273,27.334509028713224,-0.07535829498197905,7.081738683385092,7.0,8.0,12.5,6.315789473684211,1.1842105263157896,37.5,62.5
confidence,0.971065,0.97338,0.982407,0.904977,0.983333,0.979861,0.962963,0.0,0.05555555555555555,-1.0993380586468866,641.2180555555556,0.36526629316857817,506.4528097458814,6.0,4.0,0.0,0.0,0.0,75.0,25.0
MegaWatt1,0.708047,0.749017,0.455506,0.660111,0.734923,0.740249,0.674861,0.8253968253968254,0.15019762845849802,8.056947626922902,344.9995171456041,2.1270787468785652,576.1685639705777,2.0,38.0,2.631578947368421,0.0,0.0,97.36842105263158,2.631578947368421
robot-failures-lp5,0.922636,0.809306,0.821431,0.711163,0.84664,0.876415,0.897954,0.7852760736196319,0.5548780487804879,33.1919689104328,-17.65453929539296,-1.450212514806244,125.83884767877665,5.0,91.0,0.0,0.0,0.0,98.9010989010989,1.098901098901099
chscase_census5,0.478837,0.466396,0.474006,0.432743,0.482992,0.480526,0.447023,0.9862526315789473,0.02,1.0370054721833815,4.23798778125,-0.10965113170535645,0.09544320950049115,0.0,8.0,0.0,0.0,0.0,100.0,0.0
sleuth_case1201,0.976763,0.991987,0.985576923076923,0.936699,0.988782,0.971154,0.979167,-1.83469387755102,0.14,0.8163435256372129,209.7866857142857,0.0369505073635251,22.824407801449542,0.0,7.0,0.0,0.0,0.0,100.0,0.0
fl2000,0.83697,0.734067,0.735817,0.677368,0.785552,0.822137,0.794663,0.4393939393939394,0.23880597014925373,19.53425864509362,6541.183368869936,3.852972817775537,10102.946291393604,5.0,16.0,6.25,0.0,0.0,87.5,12.5
dermatology,0.998755,0.998229,0.999244,0.997442,0.999191,0.997836,0.996937,0.42191780821917807,0.09562841530054644,-0.7079092289207822,36.296089385474865,0.07335210626078047,15.324557334337205,6.0,35.0,2.857142857142857,2.185792349726776,0.0624512099921936,2.857142857142857,97.14285714285714
